Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type"">Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time"">Start Time</span>",Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count"">Jump Count</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit"">Total Grit</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow"">Avg Flow</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged"">Flagged</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_elapsed_speed"">Avg Elapsed Speed</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.dirt_distance"">Dirt Distance</span>"
5740750774,"May 20, 2020, 11:23:23 PM",Evening Walk,Walk,,1396,2.29,,FALSE,,activities/6105928587.tcx.gz,,,1396,1396,2291.800049,3.400000095,1.641690493,10.87777805,2.177777767,51.40000153,62.5,2.400000095,0.3796142638,,,,,,,,,124,,,,,,,,,,,,,,,,0,,1,,1590015616,1,19.84000015,19.84000015,3.789999962,0.349999994,1029.199951,2.480000019,5.079999924,131,0,1589966720,1590019840,0.9499999881,,,0,,0,16093,0,333.1000061,,,,,1.641690493,
5740750803,"Jun 24, 2020, 12:32:34 PM",Morning Walk,Walk,,2555,3.15,,FALSE,,activities/6105928596.tcx.gz,,,2555,2346,3151.899902,3.900000095,1.34352088,29.45146561,29.45146561,255,268.3999939,5.599999905,0,,,,,,,,,169,,,,,,,,,,,,,,,,0,,1,,1592999936,5,20.45999908,21.29000092,20.45999908,1,1004.400024,2.210000038,5.420000076,184,0.3404999971,1592990080,1593045120,0.1299999952,,,0.25,5,0.9700000286,12797,1,308.7000122,,,,,1.233620405,
5740750805,"Oct 27, 2020, 4:06:40 PM",Lunch Run,Run,,477,1.62,,FALSE,,activities/6105928634.tcx.gz,,,477,463,1623.300049,5.800000191,3.506047487,29.4285717,29.72857094,194,223.6999969,14.10000038,-0.01848087274,,,87,82.9616394,,,,,109,,,,,,,,,,,,,,,,0,,1,1706.5,1603814400,2,11.14000034,11.14000034,6.440000057,0.7300000191,1021.900024,2.089999914,3.960000038,343,0.009800000116,1603797504,1603835520,0.3899999857,,,0.01999999955,5,0.6999999881,16093,3,292.7999878,,,,,3.403144598,
5740750807,"Jun 6, 2020, 10:32:08 PM",Evening Walk,Walk,,3050,4.61,,FALSE,,activities/6105928592.tcx.gz,,,3050,3050,4615.5,2.400000095,1.513278723,14.3083334,14.3083334,51.40000153,62.40000153,1.600000024,0,,,,,,,,,212,,,,,,,,,,,,,,,,0,,1,,1591480832,1,27.10000038,27.79000092,17.06999969,0.5400000215,1005.5,4.610000134,9.909999847,297,0,1591434880,1591489536,0.5500000119,,,0,,0.2700000107,16093,1,320.3999939,,,,,1.513278723,
5740750819,"Oct 29, 2020, 3:48:29 AM",Night Run,Run,,980,3.24,,FALSE,,activities/6105928652.tcx.gz,,,980,943,3242,5.099999905,3.437963963,56.81829071,62.61828995,194,223.6999969,15.19999981,-0.1789019108,,,99,83.05973816,,,,,229,,,,,,,,,,,,,,,,0,,1,3380.899902,1603940352,3,7.21999979,7.21999979,5.960000038,0.9200000167,1014.799988,1.25999999,3.24000001,243,0.03940000013,1603884032,1603921792,0.4199999869,,,0.02999999933,5,0.9800000191,11675,0,264.7000122,,,,,3.308163166,
5740750845,"Mar 27, 2021, 1:59:22 AM",Night Run,Run,,1103,3.24,,FALSE,,activities/6105928677.tcx.gz,,,1103,1033,3244,4.800000191,3.140367746,49.8353157,34.03531647,216.8000031,234.3000031,8.800000191,0.4870530069,,,97,81.48688507,,,,,244,,,,,,,,,,,,,,,,0,,1,3351.899902,1616806784,2,13.10000038,13.10000038,4.599999905,0.5600000024,1006.900024,6.869999886,16.25,287,0.02659999952,1616755328,1616800256,0.4300000072,,,0.01999999955,5,0.4199999869,16093,0,345.2000122,,,,,2.941069841,
5740750846,"Apr 26, 2021, 4:29:16 AM",Night Run,Run,,483,1.62,,FALSE,,activities/6105928697.tcx.gz,,,483,474,1625.199951,5.400000095,3.428691864,29.33939362,26.53939438,194,223.6999969,13.5,0.1722864807,,,89,83.96551514,,,,,116,,,,,,,,,,,,,,,,0,,1,1712.099976,1619409664,1,8.06000042,5.480000019,0.400000006,0.5799999833,1007.900024,4.28000021,13.68999958,298,0.03759999946,1619430784,1619480704,0.5,,,0.01999999955,5,0.1199999973,16093,0,392.8999939,,,,,3.364803314,
5740750848,"Aug 4, 2021, 10:23:16 PM",Evening Run,Run,,1338,4.53,,FALSE,,activities/6105928750.tcx.gz,,,1338,1302,4530.100098,5.5,3.479339361,3.966666698,3.966666698,52,56,1,0,,,92,83.15377808,,,,,321,,,,,,,,,,,,,,,,0,,1,4533.5,1628114432,3,22.72999954,22.78000069,16.03000069,0.6600000262,1021.299988,1.649999976,2.819999933,121,0,1628070528,1628121984,0.8899999857,,,0,,0.9900000095,16093,1,306.7999878,,,,,3.385725021,
5740750849,"Nov 11, 2020, 5:25:09 AM",Night Run,Run,,970,3.22,,FALSE,,activities/6105928657.tcx.gz,,,970,943,3222.800049,5.599999905,3.417603493,58.85571289,55.55571365,194,223.6999969,14.60000038,0.1023954302,,,99,82.21292877,,,,,222,,,,,,,,,,,,,,,,0,,1,3399.600098,1605070848,1,14.55000019,14.55000019,13.27999973,0.9200000167,1019.299988,2.559999943,7.159999847,186,0.02580000088,1605094656,1605130368,0.8799999952,,,0.009999999776,5,0.1700000018,16093,0,226.8000031,,,,,3.322474241,
5740750850,"Mar 24, 2021, 1:52:15 AM",Night Run,Run,,1073,3.2,,FALSE,,activities/6105928672.tcx.gz,,,1073,1030,3207.300049,4.900000095,3.113883495,58.94281769,54.94281769,194,223.6999969,15.30000019,0.1247154921,,,92,82.7209549,,,,,245,,,,,,,,,,,,,,,,0,,1,3385.399902,1616547584,2,11.19999981,11.19999981,2.160000086,0.5400000215,1023.599976,2.150000095,4.739999771,183,0,1616496512,1616540800,0.3300000131,,,0,,0.6800000072,16093,0,292.8999939,,,,,2.989095926,
